model,n,k,d,phase,mean_social_cost,max_regret,std_social_cost,min_social_cost,max_social_cost,duration,max_memory,metric
RegretNetSystem,5,1,1,train,0.071795613,0.000650295,1,0.024004461,0.128906071,78.13504434,0.808398438,0.071795613
RegretNetSystem,5,1,1,test,0.067265764,0.003240194,1,0.023062635,0.119120173,0.018443584,0.644560547,inf
RegretNetSystem,5,2,1,train,0.024133632,0.003175228,1,0.007269366,0.043429874,75.50123405,0.808476563,inf
RegretNetSystem,5,2,1,test,0.024353003,0.003691562,1,0.007600153,0.0444628,0.017797709,0.644716797,inf
RegretNetSystem,5,3,1,train,0.011585924,0.002550057,1,0.003263356,0.022565229,75.31242394,0.808515625,0.011585924
RegretNetSystem,5,3,1,test,0.012454945,0.003373774,1,0.003441438,0.023979615,0.017825842,0.644755859,inf
RegretNetSystem,5,4,1,train,0.006381937,0.001980871,1,0.001544004,0.012508805,75.46192122,0.808662109,0.006381937
RegretNetSystem,5,4,1,test,0.00733218,0.002716723,1,0.001831344,0.014658562,0.01699543,0.644804688,0.00733218
MoulinNetSystem,5,1,1,train,0.065821812,nan,1,0.011321936,0.130334973,62.13354039,0.339541016,0.065821812
MoulinNetSystem,5,1,1,test,0.059601258,nan,1,0.008154264,0.127845004,0.059081078,0.176748047,0.059601258
MoulinNetSystem,5,2,1,train,0.022574853,nan,1,1.61E-06,0.056299333,63.39168763,0.346445313,0.022574853
MoulinNetSystem,5,2,1,test,0.021226708,nan,1,0,0.055563822,0.061241627,0.183691406,0.021226708
MoulinNetSystem,5,3,1,train,0.009913912,nan,1,0,0.031188214,61.55662179,0.353378906,0.009913912
MoulinNetSystem,5,3,1,test,0.009670414,nan,1,9.43E-07,0.030985536,0.062216043,0.190488281,0.009670414
MoulinNetSystem,5,4,1,train,0.003206344,nan,1,0,0.013936371,58.84412718,0.360205078,0.003206344
MoulinNetSystem,5,4,1,test,0.003032078,nan,1,0,0.013997015,0.054870367,0.197431641,0.003032078
PercentileRuleSystem,5,1,1,train,0.06429234892129898,nan,1.0,0.0,0.13868625462055206,0.1442420482635498,0.006708984375,0.06429234892129898
PercentileRuleSystem,5,1,1,test,0.0641297847032547,nan,1.0,0.0,0.1359015852212906,0.0315251350402832,0.00654296875,0.0641297847032547
DictatorRuleSystem,5,1,1,train,0.07577934861183167,nan,1.0,0.0,0.1686955988407135,0.13272929191589355,0.006748046875,0.07577934861183167
DictatorRuleSystem,5,1,1,test,0.0740385577082634,nan,1.0,0.0,0.1632828712463379,0.058064937591552734,0.00658203125,0.0740385577082634
ConstantRuleSystem,5,1,1,train,0.07332877814769745,nan,1.0,0.024281416088342667,0.13698112964630127,0.18764185905456543,0.006025390625,0.07332877814769745
ConstantRuleSystem,5,1,1,test,0.07209518551826477,nan,1.0,0.023343442007899284,0.1353057622909546,0.031540870666503906,0.005859375,0.07209518551826477
PercentileRuleSystem,5,2,1,train,0.02027575485408306,nan,1.0,0.0,0.05858372151851654,0.1478118896484375,0.0066015625,0.02027575485408306
PercentileRuleSystem,5,2,1,test,0.020129775628447533,nan,1.0,0.0,0.05838591605424881,0.03659796714782715,0.006435546875,0.020129775628447533
DictatorRuleSystem,5,2,1,train,0.033831749111413956,nan,1.0,0.0,0.10107982158660889,0.143202543258667,0.006640625,0.033831749111413956
DictatorRuleSystem,5,2,1,test,0.03383225202560425,nan,1.0,0.0,0.1012461930513382,0.03184199333190918,0.006474609375,0.03383225202560425
ConstantRuleSystem,5,2,1,train,0.06094048172235489,nan,1.0,0.022089144214987755,0.09723088890314102,0.14043593406677246,0.0065234375,0.06094048172235489
ConstantRuleSystem,5,2,1,test,0.06012677401304245,nan,1.0,0.021315813064575195,0.09693582355976105,0.030207395553588867,0.006357421875,0.06012677401304245
PercentileRuleSystem,5,3,1,train,0.00926385261118412,nan,1.0,0.0,0.035168275237083435,0.1506974697113037,0.007177734375,0.00926385261118412
PercentileRuleSystem,5,3,1,test,0.009143651463091373,nan,1.0,0.0,0.03427178040146828,0.031091928482055664,0.00701171875,0.009143651463091373
DictatorRuleSystem,5,3,1,train,0.016923226416110992,nan,1.0,0.0,0.06429828703403473,0.1286487579345703,0.007216796875,0.016923226416110992
DictatorRuleSystem,5,3,1,test,0.016752740368247032,nan,1.0,0.0,0.0641661211848259,0.037033796310424805,0.00705078125,0.016752740368247032
ConstantRuleSystem,5,3,1,train,0.032167527824640274,nan,1.0,0.009199489839375019,0.0643986314535141,0.19560670852661133,0.007041015625,0.032167527824640274
ConstantRuleSystem,5,3,1,test,0.03206734359264374,nan,1.0,0.009484341368079185,0.06466380506753922,0.032456159591674805,0.006875,0.03206734359264374
PercentileRuleSystem,5,4,1,train,0.002901311032474041,nan,1.0,0.0,0.014506555162370205,0.13640379905700684,0.008125,0.002901311032474041
PercentileRuleSystem,5,4,1,test,0.0028697089292109013,nan,1.0,0.0,0.014348545111715794,0.06150698661804199,0.007958984375,0.0028697089292109013
DictatorRuleSystem,5,4,1,train,0.006905629765242338,nan,1.0,0.0,0.03452815115451813,0.13599395751953125,0.0081640625,0.006905629765242338
DictatorRuleSystem,5,4,1,test,0.006801198236644268,nan,1.0,0.0,0.034005992114543915,0.03215932846069336,0.007998046875,0.006801198236644268
ConstantRuleSystem,5,4,1,train,0.028222421184182167,nan,1.0,0.00883682630956173,0.049106378108263016,0.16558289527893066,0.007958984375,0.028222421184182167
ConstantRuleSystem,5,4,1,test,0.028124699369072914,nan,1.0,0.009049225598573685,0.049684904515743256,0.031036853790283203,0.00779296875,0.028124699369072914
